Rak1 10,000 zeros
-0.382743446380488,4860.72174302817
-0.381359719784483,5158.04903100401
-0.381013372859359,2789.19242077732
-0.378891675603997,330.533567755585
-0.378704745771525,5866.96906415775
-0.378434730924176,9266.04928325005
-0.378356421040453,4112.15162664664
-0.37693559820126,5312.02016853098
-0.375389399555291,9781.31322280403
-0.375369903812377,3245.46921499953
-0.375029574820169,7335.9163934806
-0.373628999835011,3991.15226290791
-0.370204541526274,9465.39305968469
-0.369686819134908,7838.2123392627
-0.36700873513641,1998.67231114053
-0.366320401846755,8848.72225753954
-0.361554809541206,7133.22722676262
-0.359047531891318,6959.97656992051
-0.356717601536108,7699.67010856774
-0.35451132925482,161.451820184094
-0.354316608513241,489.09473046957
-0.354130443008433,4496.35141205766
-0.352357582902577,7307.56970916186
-0.351041058797702,3338.46497919926
-0.350015583122097,716.928986811908
-0.349515735627044,6453.63402984429
-0.34916665958289,9540.34189217544
-0.349069573146863,1523.82847110165
-0.348890175167346,5352.49207696839
-0.347558346019532,4578.63213922858
-0.345885262080661,8068.22744727136
-0.345365970597411,4221.98826882643
-0.343408232225128,5445.81609484087
-0.341888617157067,3125.14958480082
-0.341240545488472,5809.12002811588
-0.340402034593525,5433.22841587727
-0.340299057767426,8091.24940472786
-0.339543851869707,9358.71310836142
-0.339435412479752,9658.46834840062
-0.338714668022656,7485.54297989169
-0.336928438357413,3899.24807970244
-0.335117916361802,4251.7549002959
-0.335000691881481,9919.71880530419
-0.333441328241405,6748.58039497101
-0.331970202119838,5446.6092166623
-0.331661912865418,2807.24151891851
-0.33087326812277,7880.75769835479
-0.330584892575192,3854.69314833909
-0.328556840036704,1528.27746453502
-0.327359310801741,5358.19006869583
-0.325530884261442,9415.96059898815
-0.323878343422562,2862.7139065581
-0.321514509364919,9852.48410909721
-0.320088536257112,9447.8849440479
-0.319388110200612,6458.47136278092
-0.317597882430786,3794.75101742268
-0.317019924674824,8040.26424011135
-0.315754113481286,421.465563627231
-0.314909587328118,5685.24460053456
-0.312096061004566,9287.61788070588
-0.311989025072724,5876.49458033084
-0.310136691412053,8718.75907956091
-0.30981994573064,1117.58333684758
-0.308137536644825,7811.92277168143
-0.307583729876257,1669.66205656773
-0.306752113199839,9181.2504229942
-0.306123438511241,6300.54606464816
-0.305122283267907,4805.29153864803
-0.303975914672599,5962.75899348178
-0.302319645112006,8208.1379154937
-0.302317439494137,4638.59246190573
-0.300216892472136,8628.99116853316
-0.299213605245204,6145.27413276678
-0.296939048074398,4339.72229328822
